,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
188845,2012-11-04 18:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.39928903356702,37.786383021575
146714,2013-06-01 22:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,NONE,600 Block of JONES ST,-122.41316280209601,37.7870801005292
91011,2014-02-23 18:16:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Sunday,BAYVIEW,"ARREST, BOOKED",INDIANA ST / 25TH ST,-122.39068524367701,37.752663118771
625444,2006-06-29 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,200 Block of CORDOVA ST,-122.43547091841101,37.71121830372
514487,2008-02-10 02:30:00,ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
571590,2007-04-17 20:41:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.41029351969,37.7822305870036
406036,2009-09-01 10:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE,2000 Block of BRYANT ST,-122.409987524893,37.76111425118629
525722,2007-12-12 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,SOUTHERN,NONE,400 Block of 7TH ST,-122.405187364125,37.7745529324018
285716,2011-06-17 10:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE,1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
252058,2011-12-18 10:30:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,TENDERLOIN,NONE,8TH ST / MARKET ST,-122.414743835382,37.778719262789004
334814,2010-09-24 05:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE,MARINA BL / SCOTT ST,-122.442310947633,37.805767734267796
163919,2013-03-10 12:45:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED",HAIGHT ST / ASHBURY ST,-122.446933310975,37.77000619883579
753202,2004-09-02 00:10:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,INGLESIDE,NONE,200 Block of TRUMBULL ST,-122.425010799925,37.73087816539979
572419,2007-04-08 14:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,CENTRAL,NONE,1000 Block of HYDE ST,-122.41723150828999,37.79052671887821
230247,2012-04-16 15:30:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,MISSION,"ARREST, BOOKED",2900 Block of FOLSOM ST,-122.413777740935,37.7500922132283
52951,2014-09-02 08:27:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE,4900 Block of MISSION ST,-122.438695075365,37.7196920262929
666409,2005-11-30 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,PARK,"ARREST, BOOKED",300 Block of PARNASSUS AV,-122.455947311683,37.764080084292296
718588,2005-03-10 04:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.403433976322,37.7811617395427
785228,2004-04-01 08:00:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Thursday,NORTHERN,NONE,400 Block of STEINER ST,-122.432443710861,37.773293341143706
857017,2003-04-15 01:15:00,FRAUD,DEFRAUDING AN INNKEEPER,Tuesday,CENTRAL,"ARREST, CITED",600 Block of HYDE ST,-122.416614060876,37.786777956045
31753,2014-12-11 00:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE,0 Block of PIERCE ST,-122.433521628095,37.7702797662699
532197,2007-11-04 08:28:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,PARK,"ARREST, BOOKED",0 Block of KEZAR DR,-122.45512727517,37.7695200227183
72454,2014-05-29 01:00:00,NON-CRIMINAL,AIDED CASE,Thursday,RICHMOND,NONE,400 Block of 25TH AV,-122.48487098368099,37.781037300558296
555061,2007-07-13 07:11:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,TENDERLOIN,NONE,200 Block of HYDE ST,-122.415721688006,37.7830679886919
545710,2007-09-03 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
734247,2004-12-10 00:01:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE,3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
516407,2008-02-05 06:10:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,TARAVAL,"ARREST, CITED",1400 Block of 48TH AV,-122.50793159946998,37.7593830421362
30279,2014-12-14 21:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,1500 Block of OAKDALE AV,-122.389390729131,37.7341211312767
599702,2006-11-13 14:30:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,100 Block of JOOST AV,-122.438626465208,37.732317725423606
512987,2008-02-21 08:51:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
356878,2010-06-01 08:54:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,PARK,JUVENILE ADMONISHED,0 Block of KEZAR DR,-122.45512727517,37.7695200227183
225918,2012-05-04 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,1200 Block of MISSION ST,-122.414457764634,37.7765080370233
321981,2010-12-02 00:11:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,BAYVIEW,"ARREST, BOOKED",3RD ST / MCKINNON AV,-122.39014671643999,37.7363908050669
702914,2005-05-30 14:48:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Monday,INGLESIDE,NONE,SCHWERIN ST / VISITACION AV,-122.410641280695,37.712205869147
371335,2010-03-11 16:25:00,OTHER OFFENSES,INJURY TO RAILROADS/RAILROAD BRIDGES,Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021
428683,2009-04-30 02:11:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Thursday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
220099,2012-06-02 19:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.436775838314,37.8006947037442
771541,2004-05-30 21:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,RICHMOND,NONE,3600 Block of CLAY ST,-122.452952489795,37.7882766632231
280736,2011-07-15 13:11:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,BAYVIEW,"ARREST, BOOKED",3000 Block of SAN BRUNO AV,-122.40189800533501,37.7233482212763
714868,2005-03-26 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,900 Block of RANKIN ST,-122.396090655576,37.74067447256029
733302,2004-12-12 13:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
288312,2011-06-03 06:45:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,TARAVAL,NONE,0 Block of ROSEMARY CT,-122.48150116914101,37.7378475235437
592587,2006-12-16 21:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406481972743,37.782731788488704
669289,2005-11-15 21:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Tuesday,MISSION,NONE,26TH ST / TREAT AV,-122.412690142316,37.749368828457705
360421,2010-05-08 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,700 Block of FRANCE AV,-122.43238132889499,37.717117488663
798278,2004-01-25 21:25:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
476386,2008-09-01 07:21:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,NORTHERN,"ARREST, BOOKED",2700 Block of FILLMORE ST,-122.43508651256599,37.7947464413402
41406,2014-10-27 13:13:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",5TH ST / HARRISON ST,-122.401846367522,37.7790324136251
806918,2003-12-13 01:47:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,CENTRAL,"ARREST, BOOKED",1400 Block of GRANT AV,-122.40756000456301,37.8001710961561
150516,2013-05-16 21:59:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,MISSION,"ARREST, BOOKED",2300 Block of MISSION ST,-122.41905886810301,37.7594227506297
82840,2014-04-05 12:15:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,JEFFERSON ST / POWELL ST,-122.412527239682,37.808625059546706
131135,2013-08-19 16:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,POWELL ST / GEARY ST,-122.408231026261,37.787359494956
582854,2007-02-10 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,HOLLOWAY AV / CARDENAS AV,-122.47701734453399,37.7208100202846
409780,2009-08-09 15:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE,500 Block of JOHNMUIR DR,-122.49206801733999,37.714361549875605
18693,2015-02-16 10:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,RICHMOND,NONE,400 Block of 5TH AV,-122.463073040058,37.780088890954
686882,2005-08-22 11:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,BAYVIEW,NOT PROSECUTED,700 Block of PENNSYLVANIA AV,-122.39293323861601,37.756365142936396
471699,2008-09-20 00:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TARAVAL,"ARREST, CITED",1600 Block of OCEAN AV,-122.45956459533701,37.7246926893786
626573,2006-06-26 23:30:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of MASON ST,-122.40933682184601,37.7848337315521
493943,2008-05-29 15:44:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,NONE,1000 Block of BUSH ST,-122.41455494733299,37.789368344193896
465395,2008-10-18 23:53:00,ASSAULT,BATTERY,Saturday,CENTRAL,NONE,900 Block of BUSH ST,-122.41290700789801,37.789578362897394
314690,2011-01-11 19:30:00,ASSAULT,BATTERY,Tuesday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
444728,2009-02-06 21:45:00,OTHER OFFENSES,RESISTING ARREST,Friday,CENTRAL,"ARREST, BOOKED",JACKSON ST / STOCKTON ST,-122.408254664048,37.7958223141329
243008,2012-02-07 20:15:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,NONE,1000 Block of EDDY ST,-122.42577891406,37.7823192392643
780935,2004-04-17 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,0 Block of BARCELONA AV,-122.44449736293899,37.780272316121504
577348,2007-03-11 14:00:00,MISSING PERSON,FOUND PERSON,Sunday,INGLESIDE,NONE,28TH ST / CHURCH ST,-122.42682382401699,37.7452983692581
41984,2014-10-18 21:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,NONE,CHURCH ST / 22ND ST,-122.42773705846399,37.75489769752209
767900,2004-06-23 00:01:00,NON-CRIMINAL,LOCATED PROPERTY,Wednesday,RICHMOND,NONE,16TH AV / BALBOA ST,-122.474820373573,37.7767393085984
460190,2008-11-14 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,700 Block of GOLDEN GATE AV,-122.422935627442,37.780768561095
688842,2005-08-10 10:22:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",BROADWAY ST / POLK ST,-122.42177213531099,37.7959461531729
219896,2012-06-03 08:36:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.409129633669,37.7838066631424
513953,2008-02-18 16:04:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,BAYVIEW,"ARREST, BOOKED",900 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
441532,2009-02-22 13:37:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Sunday,INGLESIDE,"ARREST, BOOKED",FOLSOM ST / CORTLAND AV,-122.413311792854,37.7389835945917
76134,2014-05-13 05:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE,0 Block of 6TH ST,-122.40950430935,37.781526271747
652222,2006-02-10 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,SOUTHERN,NONE,100 Block of VALENCIA ST,-122.422375026857,37.770718896580796
827065,2003-09-05 20:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
295998,2011-04-22 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,BAYVIEW,NONE,SOMERSET ST / BACON ST,-122.407556369323,37.7266003621804
828223,2003-09-02 22:45:00,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.411742515582,37.7858882195106
846366,2003-06-01 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,NORTHERN,NONE,CHESTNUT ST / FILLMORE ST,-122.436275324751,37.800812664545795
333110,2010-10-05 17:28:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,NORTHERN,NONE,2700 Block of UNION ST,-122.444590746523,37.7958752943859
798217,2004-01-25 23:19:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Sunday,BAYVIEW,NONE,400 Block of HOLYOKE ST,-122.408352785307,37.72571300775221
308214,2011-02-12 12:00:00,MISSING PERSON,MISSING ADULT,Saturday,TENDERLOIN,LOCATED,300 Block of EDDY ST,-122.412930522059,37.7838344374141
651394,2006-02-12 17:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,RICHMOND,NOT PROSECUTED,500 Block of 4TH AV,-122.46200310396401,37.778238314385
67719,2014-06-24 18:45:00,TRESPASS,TRESPASSING,Tuesday,CENTRAL,"ARREST, BOOKED",400 Block of STOCKTON ST,-122.407114491118,37.7899019822508
500875,2008-04-20 12:50:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED",POTRERO AV / 16TH ST,-122.40753833231899,37.7657827544276
129088,2013-08-24 08:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE,0 Block of CHENERY ST,-122.425624488895,37.7409495166569
460242,2008-11-14 09:34:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TARAVAL,NONE,0 Block of GRANADA AV,-122.457082657075,37.719132120270096
763529,2004-07-10 14:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,ALEMANY BL / SAINT CHARLES AV,-122.46928727808701,37.7105916516855
504532,2008-04-03 20:36:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,PARK,"ARREST, BOOKED",1700 Block of FULTON ST,-122.445652525154,37.7759612670837
371094,2010-03-12 08:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED",NORTHPOINT ST / GRANT AV,-122.408899279016,37.8071620563289
400204,2009-09-29 11:05:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,2100 Block of POWELL ST,-122.411607253459,37.8044472417935
444834,2009-02-06 17:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,BAYVIEW,NONE,1600 Block of LANE ST,-122.38983162982099,37.731938516315395
1585,2015-05-02 19:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
134630,2013-07-28 15:30:00,NON-CRIMINAL,CASE CLOSURE,Sunday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439
779725,2004-04-27 19:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE,100 Block of DAKOTA ST,-122.395513264888,37.7536178531447
179053,2012-12-28 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,200 Block of CAMERON WY,-122.38837455031602,37.7204312224247
63071,2014-07-12 17:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,"ARREST, BOOKED",3RD ST / BURKE AV,-122.387129629359,37.7450699666211
331811,2010-10-08 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,MISSION,NONE,3200 Block of 25TH ST,-122.414757464822,37.7509075473468
64455,2014-07-09 08:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,1300 Block of 20TH AV,-122.478056081498,37.7625691165641
77535,2014-05-02 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,400 Block of 11TH ST,-122.411739360983,37.7699698251811
131922,2013-08-10 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,200 Block of 5TH ST,-122.404100362918,37.78091651016261
14470,2015-03-04 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE,600 Block of MISSOURI ST,-122.396118666791,37.7578702863273
601564,2006-11-01 09:04:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,MISSION,"ARREST, BOOKED",17TH ST / CAPP ST,-122.418486296575,37.763495437314404
268237,2011-09-23 00:08:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,RICHMOND,"ARREST, BOOKED",200 Block of 6TH AV,-122.46455604511299,37.7838444092561
528550,2007-11-27 19:30:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,900 Block of SOUTH VAN NESS AV,-122.416725586439,37.7579542740829
102640,2013-12-29 09:20:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,PARK,NONE,1500 Block of PAGE ST,-122.446355447692,37.77109049873409
671521,2005-11-03 10:16:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282
100701,2014-01-10 05:55:00,SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Friday,SOUTHERN,NONE,400 Block of BERRY ST,-122.3982226939,37.772016123181295
821215,2003-10-03 10:45:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,INGLESIDE,NONE,100 Block of CHENERY ST,-122.42561645123001,37.73935051446279
137770,2013-07-14 14:05:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
465489,2008-10-18 19:07:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
781106,2004-04-17 15:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / KANSAS ST,-122.40206337779301,37.749397987926
356582,2010-06-01 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,BRUSSELS ST / ORDWAY ST,-122.402585161981,37.719923303856
704019,2005-05-20 19:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,CENTRAL,NONE,800 Block of NORTHPOINT ST,-122.42121538482701,37.80566044132721
244351,2012-01-28 11:00:00,RUNAWAY,RUNAWAY,Saturday,BAYVIEW,LOCATED,0 Block of LEDYARD ST,-122.402116556292,37.733235467655604
742566,2004-10-27 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,200 Block of EDINBURGH ST,-122.42901904861799,37.7250789973584
178569,2012-12-29 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,VEGA ST / ANZAVISTA AV,-122.445440369963,37.7801230743512
438660,2009-03-08 15:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,NONE,MCALLISTER ST / POLK ST,-122.418600974625,37.7802607511192
635047,2006-05-15 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,PSYCHOPATHIC CASE,3600 Block of TARAVAL ST,-122.505162046753,37.741685142203394
434279,2009-04-01 22:35:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.395635436168,37.7535645746594
654710,2006-01-27 22:05:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
4306,2015-04-19 00:01:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
313531,2011-01-14 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE,200 Block of RICHLAND AV,-122.421624611377,37.7359058118447
640285,2006-04-17 05:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Monday,BAYVIEW,NONE,2900 Block of SAN BRUNO AV,-122.402288649686,37.7246523794049
244475,2012-01-28 00:01:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,LOMBARD ST / STEINER ST,-122.43769852946899,37.799632837072394
824364,2003-09-19 03:30:00,OTHER OFFENSES,RESISTING ARREST,Friday,CENTRAL,"ARREST, CITED",COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
844350,2003-06-12 19:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
787721,2004-03-19 05:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,MISSION,"ARREST, BOOKED",17TH ST / MISSION ST,-122.419515708414,37.76342923285421
222362,2012-05-20 19:10:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,INGLESIDE,NONE,100 Block of VALDEZ AV,-122.45536507778999,37.730746479549104
826409,2003-09-07 12:50:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Sunday,TENDERLOIN,NONE,0 Block of GRANT AV,-122.404997416043,37.787196333634796
622516,2006-07-14 12:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE,200 Block of OCTAVIA ST,-122.42421352339198,37.7740627336887
615792,2006-08-21 13:43:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE,0 Block of 6TH ST,-122.40901120663901,37.7811340568243
407703,2009-08-21 18:33:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,NORTHERN,"ARREST, BOOKED",1000 Block of POST ST,-122.41912629534201,37.7869849580362
338188,2010-09-08 17:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,MISSION,JUVENILE BOOKED,2800 Block of 24TH ST,-122.40960340613998,37.75282207512671
110173,2013-11-16 16:20:00,LARCENY/THEFT,ATTEMPTED GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.41340129915501,37.780906077687
92427,2014-02-20 10:37:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
542195,2007-09-19 07:00:00,ASSAULT,BATTERY,Wednesday,TARAVAL,"ARREST, BOOKED",300 Block of BRIGHT ST,-122.46346253925199,37.717050291557705
730931,2004-12-26 09:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,"ARREST, BOOKED",OSAGE ST / 24TH ST,-122.41901814490299,37.752205163288394
867880,2003-02-20 00:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,PARK,NONE,500 Block of CLAYTON ST,-122.448739865726,37.7702466927234
267527,2011-09-24 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,TARAVAL,NONE,1300 Block of 9TH AV,-122.466313420543,37.763085116614
844019,2003-06-13 15:15:00,TRESPASS,TRESPASSING,Friday,NORTHERN,"ARREST, BOOKED",1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
272349,2011-08-28 23:44:00,ASSAULT,BATTERY,Sunday,BAYVIEW,NONE,700 Block of SILLIMAN ST,-122.412480611343,37.729246748441
679922,2005-09-23 11:10:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,SOUTH VAN NESS AV / MISSION ST,-122.41861895334699,37.7730525547699
182100,2012-12-13 01:30:00,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Thursday,RICHMOND,NONE,19TH AV / LINCOLN WY,-122.47730912060301,37.765446071582495
661567,2005-12-27 20:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Tuesday,TARAVAL,NONE,1200 Block of PORTOLA DR,-122.462436023213,37.7402412581744
451430,2009-01-06 07:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,RICHMOND,NONE,100 Block of STANYAN ST,-122.45524890618499,37.7782228230496
771558,2004-05-30 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,MISSION,NONE,SHOTWELL ST / 20TH ST,-122.4157812816,37.7588312134724
272240,2011-09-05 09:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,NORTHERN,NONE,2000 Block of PACIFIC AV,-122.428986294393,37.7940260810092
